datetime,Bx,By
2022-06-08 18:20:36+00:00,6.802939358600582,19.575569970845482
2022-06-08 18:20:40+00:00,4.509628099173554,21.858029752066116
2022-06-08 18:20:44+00:00,5.021553168044077,21.078837190082645
2022-06-08 18:20:48+00:00,5.0469217630853995,19.439273278236914
2022-06-08 18:20:52+00:00,4.37250276243094,18.93089502762431
2022-06-08 18:20:56+00:00,4.3461867403314915,20.727732320441987
2022-06-08 18:21:00+00:00,3.544127868852459,20.771381967213113
2022-06-08 18:21:04+00:00,4.86889010989011,20.696210164835165
2022-06-08 18:21:08+00:00,3.9726090410958905,19.357825205479454
2022-06-08 18:21:12+00:00,3.765944109589041,19.02895808219178
2022-06-08 18:21:16+00:00,3.64630606060606,20.162626170798898
2022-06-08 18:21:20+00:00,3.314905978260869,19.748763315217392
2022-06-08 18:21:24+00:00,-11.816130978260869,11.835549184782609
2022-06-08 18:21:28+00:00,-23.102262500000002,2.351670652173913
2022-06-08 18:21:32+00:00,-20.185438211382113,4.575986991869918
2022-06-08 18:21:36+00:00,-20.982787027027026,5.542065405405405
2022-06-08 18:21:40+00:00,-22.538345504087193,5.1067076294277935
2022-06-08 18:21:44+00:00,-20.078041129032258,6.25491182795699
2022-06-08 18:21:48+00:00,-20.844128142076503,8.020517486338798
2022-06-08 18:21:52+00:00,-24.875410512129378,6.59870539083558
2022-06-08 18:21:56+00:00,-20.715857765667575,6.640690463215259
2022-06-08 18:22:00+00:00,-20.87505934065934,5.243843406593407
2022-06-08 18:22:04+00:00,-20.55113950953678,4.99661416893733
2022-06-08 18:22:08+00:00,-20.345792011019284,5.005859779614325
2022-06-08 18:22:12+00:00,-23.2638285326087,6.31001277173913
2022-06-08 18:22:16+00:00,-19.991607629427794,7.502989100817438
2022-06-08 18:22:20+00:00,-19.682448907103826,5.386546994535519
2022-06-08 18:22:24+00:00,-17.781242857142857,1.6482390835579517
2022-06-08 18:22:28+00:00,-20.216597245179063,6.5999140495867765
2022-06-08 18:22:32+00:00,-20.826875138121547,9.903280662983425
2022-06-08 18:22:36+00:00,-22.017284254143647,9.86920635359116
2022-06-08 18:22:40+00:00,-19.67976639118457,4.191606611570248
2022-06-08 18:22:44+00:00,-19.644942817679556,3.901207458563536
2022-06-08 18:22:48+00:00,-21.680147790055248,5.054799723756906
2022-06-08 18:22:52+00:00,-24.345356043956045,4.455410989010989
2022-06-08 18:22:56+00:00,-21.520038082191782,5.029233698630137
2022-06-08 18:23:00+00:00,-22.419101923076923,5.2413662087912085
2022-06-08 18:23:04+00:00,-11.098574725274725,-9.350692307692308
2022-06-08 18:23:08+00:00,-5.835178108108107,-17.33378108108108
2022-06-08 18:23:12+00:00,-5.871029411764706,-16.601688502673795
2022-06-08 18:23:16+00:00,-4.370983791208791,-15.891264285714284
2022-06-08 18:23:20+00:00,-5.062119137466308,-16.49673099730458
2022-06-08 18:23:24+00:00,-4.1764716981132075,-16.64436253369272
2022-06-08 18:23:28+00:00,-11.19356945945946,-9.068980540540542
2022-06-08 18:23:32+00:00,-21.678561263736263,2.469921978021978
2022-06-08 18:23:36+00:00,-18.97805989010989,1.858578021978022
2022-06-08 18:23:40+00:00,-7.66252479338843,-15.42647134986226
2022-06-08 18:23:44+00:00,-5.033722651933702,-18.389575966850828
2022-06-08 18:23:48+00:00,-4.628304359673025,-16.554634877384196
2022-06-08 18:23:52+00:00,-3.890645108695652,-17.038214402173914
2022-06-08 18:23:56+00:00,-3.3333067750677507,-17.402660975609756
2022-06-08 18:24:00+00:00,-6.239288461538462,-15.984710989010988
2022-06-08 18:24:04+00:00,-20.186822070844684,10.017168119891007
2022-06-08 18:24:08+00:00,-19.3865628342246,7.7853326203208555
2022-06-08 18:24:12+00:00,-20.730060483870968,7.929561021505376
2022-06-08 18:24:16+00:00,-19.866574861878455,8.489003867403316
2022-06-08 18:24:20+00:00,-19.20022654155496,6.716587935656836
2022-06-08 18:24:24+00:00,-21.33538319783198,9.286810840108402
2022-06-08 18:24:28+00:00,-21.131124797843665,8.860132614555257
2022-06-08 18:24:32+00:00,-13.919101104972377,0.5730157458563536
2022-06-08 18:24:36+00:00,-6.019854545454545,-13.79077603305785
2022-06-08 18:24:40+00:00,-16.775171038251365,-0.5874021857923497
2022-06-08 18:24:44+00:00,-21.274953150684933,10.061166301369862
2022-06-08 18:24:48+00:00,-20.77177135135135,5.819619459459459
2022-06-08 18:24:52+00:00,-20.513732614555256,7.175966037735849
2022-06-08 18:24:56+00:00,-19.42231471389646,5.64259727520436
2022-06-08 18:25:00+00:00,-19.47775415549598,5.44003217158177
2022-06-08 18:25:04+00:00,-20.593932887700536,7.539975133689839
2022-06-08 18:25:08+00:00,-21.155752066115703,5.295162534435262
2022-06-08 18:25:12+00:00,-21.2748525606469,6.123638814016172
2022-06-08 18:25:16+00:00,-21.13983135135135,6.695238108108108
2022-06-08 18:25:20+00:00,-21.177841032608693,5.5632179347826085
2022-06-08 18:25:24+00:00,-19.56438821917808,3.623852876712329
2022-06-08 18:25:28+00:00,-20.573985405405406,5.240497297297297
2022-06-08 18:25:32+00:00,-19.444934782608694,3.927173641304348
2022-06-08 18:25:36+00:00,-18.479487292817677,5.042214640883978
2022-06-08 18:25:40+00:00,-19.113567403314917,5.682312154696132
2022-06-08 18:25:44+00:00,-18.431690358126723,3.942371900826446
2022-06-08 18:25:48+00:00,-19.177956077348068,3.087608839779006
2022-06-08 18:25:52+00:00,-18.602143801652893,2.934104958677686
2022-06-08 18:25:56+00:00,3.8024131506849312,16.702315616438355
2022-06-08 18:26:00+00:00,-0.5514063535911602,15.508029005524863
2022-06-08 18:26:04+00:00,-19.035873756906078,5.357863259668508
2022-06-08 18:26:08+00:00,-11.451671349862258,-5.0789292011019285
2022-06-08 18:26:12+00:00,-3.847500552486188,-16.977366574585634
2022-06-08 18:26:16+00:00,-14.214127272727271,-3.523554545454546
2022-06-08 18:26:20+00:00,-20.231525,2.3201782967032964
2022-06-08 18:26:24+00:00,-17.970238950276244,4.216694198895027
2022-06-08 18:26:28+00:00,-20.038939058171746,2.6851085872576177
2022-06-08 18:26:32+00:00,-19.633285164835165,3.8665414835164835
2022-06-08 18:26:36+00:00,-20.55916253443526,3.881115702479339
2022-06-08 18:26:40+00:00,-20.75250785907859,3.008094037940379
2022-06-08 18:26:44+00:00,-19.916952150537636,7.271795161290323
2022-06-08 18:26:48+00:00,-20.000919293478262,6.185839945652174
2022-06-08 18:26:52+00:00,-19.742561994609165,6.785296765498653
2022-06-08 18:26:56+00:00,-19.242412634408602,6.940593279569893
2022-06-08 18:27:00+00:00,-19.52894811827957,5.791294892473118
2022-06-08 18:27:04+00:00,-19.179118716577538,4.830505080213904
2022-06-08 18:27:08+00:00,-18.325342587601078,4.042078167115903
2022-06-08 18:27:12+00:00,-19.08787472826087,3.492413043478261
2022-06-08 18:27:16+00:00,-18.932740108401084,5.06740460704607
2022-06-08 18:27:20+00:00,-20.234606366047746,6.33130424403183
2022-06-08 18:27:24+00:00,-19.6970144,5.826070133333333
2022-06-08 18:27:28+00:00,-21.303964754098363,7.523231967213115
2022-06-08 18:27:32+00:00,-21.10576451612903,6.399461827956989
2022-06-08 18:27:36+00:00,-20.2125,8.25
